20
TP,FP,TN,FN,DICE,CC
2104,1124,44072,1852,0.566,2.4

24
TP,FP,TN,FN,DICE,CC
2152,2110,43220,1670,0.537,2.1

25
TP,FP,TN,FN,DICE,CC
891,901,46821,538,0.564,1.4

31
TP,FP,TN,FN,DICE,CC
1434,2175,44058,1485,0.425,1.9

34
TP,FP,TN,FN,DICE,CC
1459,1257,45524,912,0.556,1.6

37
TP,FP,TN,FN,DICE,CC
1426,1851,43947,1928,0.408,1.4

